https://www.ctcrash.uconn.edu/QueryTool2.action?qid=182359
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"1178605","2","2","Parked Vehicle","0","FORD","2023","2023","POLICE INTERCEPTOR","GRAY","E","Eastbound","false","22","Motor Vehicle In Motion","12","Parked","0","None","88","Not Applicable","65","2","Towed But not Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","3","1","Straight","1","Level","8","Sector 8 (SouthWest) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","12","Parked","0","None","1FM5K8AW3PNA02903","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","6","Police","4","Emergency Operation, Emergency Warning Equipment in Use","","","Colchester","CT","","06415","","false","CSP Fleet","false","false","Interstate 84 East","false","CT","false","false","88","CONSTITUTION STATE SERVICES","","","","","","","","","","","","","","","","","","","","2025-02-21","","","",""
"1178605","3","2","Parked Vehicle","1","Nissan","2015","2015","VERSA","Gray","E","Eastbound","false","22","Motor Vehicle In Motion","12","Parked","0","None","88","Not Applicable","65","2","Towed But not Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","3","1","Straight","1","Level","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","12","Parked","0","None","3N1CN7AP5FL873051","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Wallingford","CT","","06492","","false","CSP Fleet","false","false","Interstate 84 East","false","CT","false","false","88","Uitca Mutual Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1179084","2","1","Vehicle in Operation","1","Nissan","2008","2008","Versa S/sl","Black","N","Northbound","false","36","Guardrail Face","99","Unknown","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","4","Downhill","6","Sector 6 (South) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","99","Unknown","99","Unknown","3N1BC13E88L365511","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","36","Guardrail Face","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Cromwell","CT","","06416","","false","","false","false","Interstate 91","false","CT","false","false","88","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1179126","1","1","Vehicle in Operation","2","BMW","2019","2019","X3 Xdrivem40i","Black","E","Eastbound","false","22","Motor Vehicle In Motion","99","Unknown","99","Unknown","88","Not Applicable","65","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","99","Unknown","99","Unknown","5UXTS3C51K0Z09608","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Danbury","CT","","06811","","false","N/A","false","false","I-84 EB","false","CT","false","false","88","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1179126","2","1","Vehicle in Operation","1","HARLEY DAVIDSON","2016","2016","3HX","RED","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","65","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","11","Motorcycle","1","Straight Ahead","99","Unknown","5HD1PXNA2GB954667","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Placentia ","Un","","A0B2Y0","true","false","Modzelewski's Towing","false","false","I-84 EB","false","","false","false","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"1179670","1","1","Vehicle in Operation","1","Acura","2015","2015","Tlx Advance","Gray","N","Northbound","false","22","Motor Vehicle In Motion","2","Negotiating a Curve","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","3","Curve Right","4","Downhill","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","2","Negotiating a Curve","0","None","19UUB2F76FA000360","1","No Control Device","88","Not Applicable","11","Cross Centerline","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Manchester","CT","","06040","true","false","2380 New London Tpke","false","false","Keeney St","false","CT","false","false","88","Nationwide General Insurance Company","","","","","","","","","","","","","","","","","","","","2025-05-24","","","",""
"1179670","2","1","Vehicle in Operation","1","Ram","2018","2018","5500","Blue","S","Southbound","false","22","Motor Vehicle In Motion","2","Negotiating a Curve","0","None","88","Not Applicable","35","3","Not Towed","1","Two-Way, Not Divided","2","2","Curve Left","2","Uphill","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","3","Functional Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","2","Negotiating a Curve","0","None","3C7WRNBL5JG212994","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","88","Not Applicable","Vernon","CT","","06066","","false","N/A","false","false","Keeney St","false","CT","false","false","88","Philadelphia Indemity Insurance Company","1313628","JULIANO'S POOLS LLC","Vernon","CT","UnitedStates","06066","1","Interstate Carrier","true","","","","","2","10,001-26,000 lbs","4","Truck Pulling Trailer(s)","11","Dump","2025-02-01","1","Yes","",""
"1185305","1","1","Vehicle in Operation","3","NISSAN","2020","2020","ROGUE","GRAY ","N","Northbound","false","40","Tree (standing)","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","JN1BJ1CW4LW388060","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","40","Tree (standing)","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","WATERBURY","CT","","06704","","false","255 East Main St","false","false","Springbrook","false","GA","false","false","88","Hartford Insurance","","","","","","","","","","","","","","","","","","","","2024-07-23","","","",""
"1185306","1","1","Vehicle in Operation","1","Honda","2007","2007","Accord EX","Black","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","1HGCM72737A020303","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Waterbury","CT","","06705","","false","Police HQ by Durable Auto ","false","false","East Main St.","false","CT","false","false","88","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","2024-09-30","","","",""
"1185371","1","1","Vehicle in Operation","1","Jeep","2008","2008","Grand Cherokee Limit","Black","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","15","Undercarriage","1","No Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1J8HR58N48C226423","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Thomaston","CT","UnitedStates","06787","true","true","255 East Main Street","false","false","Willow Street","false","CT","false","false","88","Farm Family Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1185672","1","1","Vehicle in Operation","2","Audi","2008","2008","A4 2.0t Quattro Awd","White","S","Southbound","false","17","Pedestrian","2","Negotiating a Curve","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","2","Curve Left","3","Hillcrest","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","2","Negotiating a Curve","0","None","WAUDF78E48A022546","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","17","Pedestrian","35","Embankment","88","Not Applicable","1","No Special Function","88","Not applicable","","","Torrington","CT","UnitedStates","06790","","false","Central Auto","false","false","Clearview Avenue","false","CT","false","false","88","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","2025-01-08","","","",""
"1186364","1","1","Vehicle in Operation","2","Nissan","2021","2021","Rogue Sv","Gray","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","4","2","Curve Left","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5N1AT3BBXMC750579","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Irving","TX","","75063","","false","Bruneau's Garage (Police Impound)","false","false","Boston Post Rd","false","CT","false","false","88","Progressive Casualty Insurance","","","","","","","","","","","","","","","","","","","","2024-12-01","","","",""
"1186630","1","1","Vehicle in Operation","1","Toyota","2016","2016","Highlander Xle","White","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","1","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5TDJKRFH6GS288405","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Waterbury","CT","","06708","true","","329 Walnut St.","false","false","W. MAIN ST","false","CT","false","false","88","THE STANDARD FIRE INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","","","","",""
"1186958","1","1","Vehicle in Operation","1","Chevrolet","1999","1999","S10","Silver","W","Westbound","false","40","Tree (standing)","2","Negotiating a Curve","0","None","0","None","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","2","Curve Left","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","5","Pick Up","2","Negotiating a Curve","0","None","1GCCS1442XK193471","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","34","Ditch","40","Tree (standing)","88","Not Applicable","1","No Special Function","88","Not applicable","","","GOSHEN","CT","","06756","true","false","Merli's Automotive","false","false","Pothier Road","false","CT","false","false","88","Economy Fire & Casualty Insurance ","","","","","","","","","","","","","","","","","","","","","","","",""
"1187327","1","1","Vehicle in Operation","1","Mini","2012","2012","Cooper S Countryman ","Silver","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","WMWZC5C55CWM13579","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Windsor Locks","CT","","06096","true","false","Suffield Police Department","false","false","North Main Street","false","CT","false","false","88","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1187327","2","1","Vehicle in Operation","1","KW","2024","2024","CONSTRUCTION","White","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","1","Straight Ahead","0","None","1NK1X4TX4SJ128141","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","88","Not Applicable","southwick","MA","","01077","","false","Boscos","false","false","North Main Street","false","MA","false","false","88","middlesex insurance","  759785","CRESTVIEW CONSTRUCTION AND TRUCKING INC","southwick","MA","","01077","1","Interstate Carrier","","","","","","2","10,001-26,000 lbs","2","Single-Unit Truck (2-axle and GVWR more than 10,000 lbs)","11","Dump","","1","Yes","",""
"1189312","1","1","Vehicle in Operation","1","Toyota","2008","2008","Rav4 Ltd","Red","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","JTMBK31V886029687","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Thomaston","CT","","06787","true","false","Troop L","false","false","Main St / RT 254","false","CT","false","false","88","THE STANDARD FIRE INSURANCE COMPANY","","","","","","","","","","","","","","","","","","","","","","","",""
"1189312","2","1","Vehicle in Operation","1","Honda","2015","2015","Civic LX","Gray","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","45","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","19XFB2F59FE263249","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Watertown","CT","","06795","true","false","Troop L","false","false","RT 254","false","CT","false","false","88","Selective Insurance Company of America","","","","","","","","","","","","","","","","","","","","","","","",""
"1189312","3","1","Vehicle in Operation","1","Volkswagen","2024","2024","Taos Se","Gray","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","45","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","0","None","3VVEX7B25RM008311","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Libertyville","IL","","60048","","false","Troop L","false","false","RT 254","false","CT","false","false","1","Arch Insurance Company","","","","","","","","","","","","","","","","","","","","2024-09-01","","","",""
"1189616","1","1","Vehicle in Operation","1","Toyota","2002","2002","Camry LE/XLE/SE","White","S","Southbound","false","42","Traffic Sign Support","9","Leaving Traffic Lane","99","Unknown","88","Not Applicable","40","1","Towed Due to Disabling Damage","4","Two-Way, Divided, Positive Median Barrier","4","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","9","Leaving Traffic Lane","99","Unknown","4T1BE32K52U570660","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","42","Traffic Sign Support","27","Impact Attenuator/Crash Cushion","48","Light Support","1","No Special Function","88","Not applicable","","","Hamden","CT","","06514","true","false","Lombard Motors","false","false","I-91","false","CT","false","false","88","Nationwide Insurance Company of America","","","","","","","","","","","","","","","","","","","","2025-06-12","","","",""
"1190039","1","1","Vehicle in Operation","1","Suzuki","2005","2005","Gsx-r750k","Blue","E","Eastbound","false","99","Unknown","99","Unknown","99","Unknown","88","Not Applicable","45","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","3","Curve Right","1","Level","99","Unknown","4","Disabling Damage","11","Motorcycle","99","Unknown","99","Unknown","JS1GR7JA252107142","1","No Control Device","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","06114","","false","146 Farmington Ave","false","false","Scott Swamp Rd","false","CT","true","false","1","No insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1190078","1","1","Vehicle in Operation","1","Hyundai","2008","2008","Entourage Gls/se/ltd","Yellow","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","3","Passenger Van","1","Straight Ahead","0","None","KNDMC233386049583","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Enfield","CT","UnitedStates","06082","true","true","293 Elm St","false","false","Hazard Ave","false","CT","false","false","88","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1190078","2","1","Vehicle in Operation","1","","","","49CC MINI BIKE","Camouflage","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","6","Sector 6 (South) in the 12-point Clock Diagram","4","Disabling Damage","12","Moped","1","Straight Ahead","0","None","L9NLTNYC5M1511415","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Enfield","CT","UnitedStates","06082","true","false","293 Elm St","false","false","Hazard Ave","false","CT","false","true","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"1190078","3","1","Vehicle in Operation","1","Jeep","2004","2004","Grand Cherokee Lar/c","Black","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","35","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1J4GW48S04C355758","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Enfield","CT","","06082","true","false","293 Elm St","false","false","Hazard Ave","false","CT","false","false","88","GECIO Secure Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1190635","1","1","Vehicle in Operation","1","Toyota","2014","2014","Tacoma Doublecab","Black","W","Westbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","30","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","5","Pick Up","7","Turning Left","0","None","3TMLU4EN7EM152214","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Meriden","CT","","06450","true","false","Meriden Impound Lot","false","false","East Main Street","false","CT","false","false","88","Economy Fire   Casualty Insurance","","","","","","","","","","","","","","","","","","","","","","","",""
"1190635","2","1","Vehicle in Operation","1","Honda","2001","2001","CBR600F4","Black","E","Eastbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","30","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","11","Motorcycle","1","Straight Ahead","0","None","JH2PC35021M205031","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Meriden","CT","","06450","true","false","Meriden Impound Lot","false","false","East Main Street","false","CT","false","false","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"1190929","1","1","Vehicle in Operation","1","JEEP","2018","2018","CMP","Black","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","","","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","3C4NJDCB1JT333884","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","1","Overturn/Rollover","9","Ran Off Roadway Left","41","Utility Pole","1","No Special Function","88","Not applicable","","","Brooklyn","CT","","06234-3812","false","false","50 Jennings Rd","false","false","Adelaide St","false","CT","false","false","88","Velox Insurance","","","","","","","","","","","","","","","","","","","","2025-04-07","","","",""
"1190929","2","2","Parked Vehicle","1","TOYT","2006","2006","SNA","Blue","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","","","30","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","5TDZA23C86S426059","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","8","Ran Off Roadway Right","33","Curb","88","Not Applicable","1","No Special Function","88","Not applicable","","","Hartford","CT","","06112","true","true","40 Jennings Rd","false","false","Franklin Av","false","CT","true","false","88","","","","","","","","","","","","","","","","","","","","","","","","",""
"1191790","1","1","Vehicle in Operation","1","Ram","2020","2020","5500","Red","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","1","Straight Ahead","99","Unknown","3C7WRNAL6LG189374","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","88","Not Applicable","Ashford","CT","","06278","","false","Showcase ","false","false","River Rd. (Rt. 32)","false","CT","false","false","88","PENNSYLVANIA MANUFACTURERS' ASSOCIATION INSURANCE","357848","CENTRAL AUTO & TRANSPORT LLC","HARTFORD","CT","","06114","1","Interstate Carrier","","","","","","2","10,001-26,000 lbs","2","Single-Unit Truck (2-axle and GVWR more than 10,000 lbs)","13","Auto Transporter","2025-08-01","88","Not Applicable","",""
"1191790","2","1","Vehicle in Operation","1","Ram","2016","2016","Ram Promaster 1500 S","White","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","35","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","4","Downhill","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","4","Cargo Van (10,000 lbs/4,536 kg or less)","1","Straight Ahead","99","Unknown","3C6TRVAG1GE121950","1","No Control Device","88","Not Applicable","11","Cross Centerline","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Vernon","CT","UnitedStates","06066","","false","Showcase","false","false","River Rd. (Rt.32)","false","CT","false","false","88","PHILIDELPHIA INSURANCE","","","","","","","","","","","","","","","","","","","","2026-02-01","","","",""
"1191901","1","1","Vehicle in Operation","1","Land Rover","2024","2024","Range Rover Velar R-","White","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","SALYM2FU9RA375673","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","9","Ran Off Roadway Left","40","Tree (standing)","88","Not Applicable","1","No Special Function","88","Not applicable","","","Durham","CT","","06422","true","false","Dean Autoworks","false","false","Maiden Lane","false","CT","false","false","88","STATE FARM","","","","","","","","","","","","","","","","","","","","2024-09-01","","","",""
"1191901","2","1","Vehicle in Operation","2","Subaru","2006","2006","Legacy Otbk 2.5i Ltd","Silver","S","Southbound","false","22","Motor Vehicle In Motion","7","Turning Left","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","4S4BP62C467341749","6","Stop Sign","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Rocky Hill","CT","","06067","true","false","Dean Autoworks","false","false","Brick Lane","false","CT","false","false","88","State Farm","","","","","","","","","","","","","","","","","","","","","","","",""
